name,pokedex_number,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
Fraxure,611,5,Normal,Axe Jaw Pokémon,1,Dragon,,1,36,410,66,117,70,40,50,67,60,35,Slow,2,Dragon,Monster,50,40
Haxorus,612,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,540,76,147,90,60,70,97,45,35,Slow,2,Dragon,Monster,50,40
Cubchoo,613,5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,305,55,70,40,60,40,40,120,70,Medium Fast,1,Field,,50,20
Beartic,614,5,Normal,Freezing Pokémon,1,Ice,,2.6,260,505,95,130,80,70,80,50,60,70,Medium Fast,1,Field,,50,20
Cryogonal,615,5,Normal,Crystallizing Pokémon,1,Ice,,1.1,148,515,80,50,50,95,135,105,25,70,Medium Fast,1,Mineral,,,25
Shelmet,616,5,Normal,Snail Pokémon,1,Bug,,0.4,7.7,305,50,40,85,40,65,25,200,70,Medium Fast,1,Bug,,50,15
Accelgor,617,5,Normal,Shell Out Pokémon,1,Bug,,0.8,25.3,495,80,70,40,100,60,145,75,70,Medium Fast,1,Bug,,50,15
Stunfisk,618,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11,471,109,66,84,81,99,32,75,70,Medium Fast,2,Amorphous,Water 1,50,20
Galarian Stunfisk,618,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,471,109,81,99,66,84,32,,,Medium Fast,2,Amorphous,Water 1,,20
Mienfoo,619,5,Normal,Martial Arts Pokémon,1,Fighting,,0.9,20,350,45,85,50,55,50,65,180,70,Medium Slow,2,Field,Human-Like,50,25
Mienshao,620,5,Normal,Martial Arts Pokémon,1,Fighting,,1.4,35.5,510,65,125,60,95,60,105,45,70,Medium Slow,2,Field,Human-Like,50,25
Druddigon,621,5,Normal,Cave Pokémon,1,Dragon,,1.6,139,485,77,120,90,60,90,48,45,70,Medium Fast,2,Dragon,Monster,50,30
Golett,622,5,Normal,Automaton Pokémon,2,Ground,Ghost,1,92,303,59,74,50,35,50,35,190,70,Medium Fast,1,Mineral,,,25
Golurk,623,5,Normal,Automaton Pokémon,2,Ground,Ghost,2.8,330,483,89,124,80,55,80,55,90,70,Medium Fast,1,Mineral,,,25
Pawniard,624,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,340,45,85,70,40,40,60,120,35,Medium Fast,1,Human-Like,,50,20
Bisharp,625,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70,490,65,125,100,60,70,70,45,35,Medium Fast,1,Human-Like,,50,20
Bouffalant,626,5,Normal,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,490,95,110,95,40,95,55,45,70,Medium Fast,1,Field,,50,20
Rufflet,627,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,350,70,83,50,37,50,60,190,70,Slow,1,Flying,,100,20
Braviary,628,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41,510,100,123,75,57,75,80,60,70,Slow,1,Flying,,100,20
Vullaby,629,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9,370,70,55,75,45,65,60,190,35,Slow,1,Flying,,0,20
Mandibuzz,630,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,510,110,65,105,55,95,80,60,35,Slow,1,Flying,,0,20
Heatmor,631,5,Normal,Anteater Pokémon,1,Fire,,1.4,58,484,85,97,66,105,66,65,90,70,Medium Fast,1,Field,,50,20
Durant,632,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33,484,58,109,112,48,48,109,90,70,Medium Fast,1,Bug,,50,20
Deino,633,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,300,52,65,50,45,50,38,45,35,Slow,1,Dragon,,50,40
Zweilous,634,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50,420,72,85,70,65,70,58,45,35,Slow,1,Dragon,,50,40
Hydreigon,635,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160,600,92,105,90,125,90,98,45,35,Slow,1,Dragon,,50,40
Larvesta,636,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,360,55,85,55,50,55,60,45,70,Slow,1,Bug,,50,40
Volcarona,637,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46,550,85,60,65,135,105,100,15,70,Slow,1,Bug,,50,40
Cobalion,638,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,2.1,250,580,91,90,129,90,72,108,3,35,Slow,1,Undiscovered,,,80
Terrakion,639,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,1.9,260,580,91,129,90,72,90,108,3,35,Slow,1,Undiscovered,,,80
Virizion,640,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,2,200,580,91,90,72,90,129,108,3,35,Slow,1,Undiscovered,,,80
Tornadus Incarnate Forme,641,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.5,63,580,79,115,70,125,80,111,3,90,Slow,1,Undiscovered,,100,120
Tornadus Therian Forme,641,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.4,63,580,79,100,80,110,90,121,3,90,Slow,1,Undiscovered,,100,120
Thundurus Incarnate Forme,642,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,1.5,61,580,79,115,70,125,80,111,3,90,Slow,1,Undiscovered,,100,120
Thundurus Therian Forme,642,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,3,61,580,79,105,70,145,80,101,3,90,Slow,1,Undiscovered,,100,120
Reshiram,643,5,Legendary,Vast White Pokémon,2,Dragon,Fire,3.2,330,680,100,120,100,150,120,90,3,0,Slow,1,Undiscovered,,,120
Zekrom,644,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,2.9,345,680,100,150,120,120,100,90,3,0,Slow,1,Undiscovered,,,120
Landorus Incarnate Forme,645,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.5,68,600,89,125,90,115,80,101,3,90,Slow,1,Undiscovered,,100,120
Landorus Therian Forme,645,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.3,68,600,89,145,90,105,80,91,3,90,Slow,1,Undiscovered,,100,120
Kyurem,646,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3,325,660,125,130,90,130,90,95,3,0,Slow,1,Undiscovered,,,120
Black Kyurem,646,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.3,325,700,125,170,100,120,90,95,3,0,Slow,1,Undiscovered,,,120
White Kyurem,646,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.6,325,700,125,120,90,170,100,95,3,0,Slow,1,Undiscovered,,,120
Keldeo Ordinary Forme,647,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,3,35,Slow,1,Undiscovered,,,80
Keldeo Resolute Forme,647,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,3,35,Slow,1,Undiscovered,,,80
Meloetta Aria Forme,648,5,Mythical,Melody Pokémon,2,Normal,Psychic,0.6,6.5,600,100,77,77,128,128,90,3,100,Slow,1,Undiscovered,,,120
Meloetta Pirouette Forme,648,5,Mythical,Melody Pokémon,2,Normal,Fighting,0.6,6.5,600,100,128,90,77,77,128,3,100,Slow,1,Undiscovered,,,120
Genesect,649,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,600,71,120,95,120,95,99,3,0,Slow,1,Undiscovered,,,120
Chespin,650,6,Normal,Spiny Nut Pokémon,1,Grass,,0.4,9,313,56,61,65,48,45,38,45,70,Medium Slow,1,Field,,87.5,20
Quilladin,651,6,Normal,Spiny Armor Pokémon,1,Grass,,0.7,29,405,61,78,95,56,58,57,45,70,Medium Slow,1,Field,,87.5,20
Chesnaught,652,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90,530,88,107,122,74,75,64,45,70,Medium Slow,1,Field,,87.5,20
Fennekin,653,6,Normal,Fox Pokémon,1,Fire,,0.4,9.4,307,40,45,40,62,60,60,45,70,Medium Slow,1,Field,,87.5,20
Braixen,654,6,Normal,Fox Pokémon,1,Fire,,1,14.5,409,59,59,58,90,70,73,45,70,Medium Slow,1,Field,,87.5,20
Delphox,655,6,Normal,Fox Pokémon,2,Fire,Psychic,1.5,39,534,75,69,72,114,100,104,45,70,Medium Slow,1,Field,,87.5,20
Froakie,656,6,Normal,Bubble Frog Pokémon,1,Water,,0.3,7,314,41,56,40,62,44,71,45,70,Medium Slow,1,Water 1,,87.5,20
Frogadier,657,6,Normal,Bubble Frog Pokémon,1,Water,,0.6,10.9,405,54,63,52,83,56,97,45,70,Medium Slow,1,Water 1,,87.5,20
Greninja,658,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,530,72,95,67,103,71,122,45,70,Medium Slow,1,Water 1,,87.5,20
Ash-Greninja,658,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,640,72,145,67,153,71,132,45,70,Medium Slow,1,Undiscovered,,100,20
Bunnelby,659,6,Normal,Digging Pokémon,1,Normal,,0.4,5,237,38,36,38,32,36,57,255,70,Medium Fast,1,Field,,50,15
Diggersby,660,6,Normal,Digging Pokémon,2,Normal,Ground,1,42.4,423,85,56,77,50,77,78,127,70,Medium Fast,1,Field,,50,15
Fletchling,661,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,278,45,50,43,40,38,62,255,70,Medium Slow,1,Flying,,50,15
Fletchinder,662,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16,382,62,73,55,56,52,84,120,70,Medium Slow,1,Flying,,50,15
Talonflame,663,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,499,78,81,71,74,69,126,45,70,Medium Slow,1,Flying,,50,15
Scatterbug,664,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,200,38,35,40,27,25,35,255,70,Medium Fast,1,Bug,,50,15
Spewpa,665,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,213,45,22,60,27,30,29,120,70,Medium Fast,1,Bug,,50,15
Vivillon,666,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17,411,80,52,50,90,50,89,45,70,Medium Fast,1,Bug,,50,15
Litleo,667,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,369,62,50,58,73,54,72,220,70,Medium Slow,1,Field,,25,20
Pyroar,668,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,507,86,68,72,109,66,106,65,70,Medium Slow,1,Field,,25,20
Flabébé,669,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,303,44,38,39,61,79,42,225,70,Medium Fast,1,Fairy,,0,20
Floette,670,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,371,54,45,47,75,98,52,120,70,Medium Fast,1,Fairy,,0,20
Florges,671,6,Normal,Garden Pokémon,1,Fairy,,1.1,10,552,78,65,68,112,154,75,45,70,Medium Fast,1,Fairy,,0,20
Skiddo,672,6,Normal,Mount Pokémon,1,Grass,,0.9,31,350,66,65,48,62,57,52,200,70,Medium Fast,1,Field,,50,20
Gogoat,673,6,Normal,Mount Pokémon,1,Grass,,1.7,91,531,123,100,62,97,81,68,45,70,Medium Fast,1,Field,,50,20
Pancham,674,6,Normal,Playful Pokémon,1,Fighting,,0.6,8,348,67,82,62,46,48,43,220,70,Medium Fast,2,Field,Human-Like,50,25
Pangoro,675,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136,495,95,124,78,69,71,58,65,70,Medium Fast,2,Field,Human-Like,50,25
Furfrou,676,6,Normal,Poodle Pokémon,1,Normal,,1.2,28,472,75,80,60,65,90,102,160,70,Medium Fast,1,Field,,50,20
Espurr,677,6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,355,62,48,54,63,60,68,190,70,Medium Fast,1,Field,,50,20
Meowstic Male,678,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,466,74,48,76,83,81,104,75,70,Medium Fast,1,Field,,50,20
Meowstic Female,678,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,466,74,48,76,83,81,104,75,70,Medium Fast,1,Field,,50,20
Honedge,679,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2,325,45,80,100,35,37,28,180,70,Medium Fast,1,Mineral,,50,20
Doublade,680,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,448,59,110,150,45,49,35,90,70,Medium Fast,1,Mineral,,50,20
Aegislash Blade Forme,681,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,520,60,150,50,150,50,60,45,70,Medium Fast,1,Mineral,,50,20
Aegislash Shield Forme,681,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,520,60,50,150,50,150,60,45,70,Medium Fast,1,Mineral,,50,20
Spritzee,682,6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,341,78,52,60,63,65,23,200,70,Medium Fast,1,Fairy,,50,20
Aromatisse,683,6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,462,101,72,72,99,89,29,140,70,Medium Fast,1,Fairy,,50,20
Swirlix,684,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,341,62,48,66,59,57,49,200,70,Medium Fast,1,Fairy,,50,20
Slurpuff,685,6,Normal,Meringue Pokémon,1,Fairy,,0.8,5,480,82,80,86,85,75,72,140,70,Medium Fast,1,Fairy,,50,20
Inkay,686,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,288,53,54,53,37,46,45,190,70,Medium Fast,2,Water 1,Water 2,50,20
Malamar,687,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47,482,86,92,88,68,75,73,80,70,Medium Fast,2,Water 1,Water 2,50,20
Binacle,688,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31,306,42,52,67,39,56,50,120,70,Medium Fast,1,Water 3,,50,20
Barbaracle,689,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96,500,72,105,115,54,86,68,45,70,Medium Fast,1,Water 3,,50,20
Skrelp,690,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,320,50,60,60,60,60,30,225,70,Medium Fast,2,Dragon,Water 1,50,20
Dragalge,691,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,494,65,75,90,97,123,44,55,70,Medium Fast,2,Dragon,Water 1,50,20
Clauncher,692,6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,330,50,53,62,58,63,44,225,70,Slow,2,Water 1,Water 3,50,15
Clawitzer,693,6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,500,71,73,88,120,89,59,55,70,Slow,2,Water 1,Water 3,50,15
Helioptile,694,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6,289,44,38,33,61,43,70,190,70,Medium Fast,2,Dragon,Monster,50,20
Heliolisk,695,6,Normal,Generator Pokémon,2,Electric,Normal,1,21,481,62,55,52,109,94,109,75,70,Medium Fast,2,Dragon,Monster,50,20
Tyrunt,696,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,362,58,89,77,45,45,48,45,70,Medium Fast,2,Dragon,Monster,87.5,30
Tyrantrum,697,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270,521,82,121,119,69,59,71,45,70,Medium Fast,2,Dragon,Monster,87.5,30
Amaura,698,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,362,77,59,50,67,63,46,45,70,Medium Fast,1,Monster,,87.5,30
Aurorus,699,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225,521,123,77,72,99,92,58,45,70,Medium Fast,1,Monster,,87.5,30
Sylveon,700,6,Normal,Intertwining Pokémon,1,Fairy,,1,23.5,525,95,65,65,110,130,60,45,70,Medium Fast,1,Field,,87.5,35
Hawlucha,701,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,500,78,92,75,74,63,118,100,70,Medium Fast,2,Flying,Human-Like,50,20
Dedenne,702,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,431,67,58,57,81,67,101,180,70,Medium Fast,2,Fairy,Field,50,20
Carbink,703,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,500,50,50,150,50,150,50,60,70,Slow,2,Fairy,Mineral,,25
Goomy,704,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,300,45,50,35,55,75,40,45,35,Slow,1,Dragon,,50,40
Sliggoo,705,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,452,68,75,53,83,113,60,45,35,Slow,1,Dragon,,50,40
Goodra,706,6,Normal,Dragon Pokémon,1,Dragon,,2,150.5,600,90,100,70,110,150,80,45,35,Slow,1,Dragon,,50,40
Klefki,707,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3,470,57,80,91,80,87,75,75,70,Fast,1,Mineral,,50,20
Phantump,708,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7,309,43,70,48,50,60,38,120,70,Medium Fast,2,Amorphous,Grass,50,20
Trevenant,709,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,474,85,110,76,65,82,56,60,70,Medium Fast,2,Amorphous,Grass,50,20
Pumpkaboo Average Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5,335,49,66,70,44,55,51,120,70,Medium Fast,1,Amorphous,,50,20
Pumpkaboo Small Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,335,44,66,70,44,55,56,120,70,Medium Fast,1,Amorphous,,50,20
Pumpkaboo Large Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,335,54,66,70,44,55,46,120,70,Medium Fast,1,Amorphous,,50,20
Pumpkaboo Super Size,710,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15,335,59,66,70,44,55,41,120,70,Medium Fast,1,Amorphous,,50,20
Gourgeist Average Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,494,65,90,122,58,75,84,60,70,Medium Fast,1,Amorphous,,50,20
Gourgeist Small Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,494,55,85,122,58,75,99,60,70,Medium Fast,1,Amorphous,,50,20
Gourgeist Large Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14,494,75,95,122,58,75,69,60,70,Medium Fast,1,Amorphous,,50,20
Gourgeist Super Size,711,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39,494,85,100,122,58,75,54,60,70,Medium Fast,1,Amorphous,,50,20
Bergmite,712,6,Normal,Ice Chunk Pokémon,1,Ice,,1,99.5,304,55,69,85,32,35,28,190,70,Medium Fast,2,Mineral,Monster,50,20
Avalugg,713,6,Normal,Iceberg Pokémon,1,Ice,,2,505,514,95,117,184,44,46,28,55,70,Medium Fast,2,Mineral,Monster,50,20
Noibat,714,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8,245,40,30,35,45,40,55,190,70,Medium Fast,2,Dragon,Flying,50,20
Noivern,715,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85,535,85,70,80,97,80,123,45,70,Medium Fast,2,Dragon,Flying,50,20
Xerneas,716,6,Legendary,Life Pokémon,1,Fairy,,3,215,680,126,131,95,131,98,99,45,0,Slow,1,Undiscovered,,,120
Yveltal,717,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203,680,126,131,95,131,98,99,45,0,Slow,1,Undiscovered,,,120
Zygarde 50% Forme,718,6,Legendary,Order Pokémon,2,Dragon,Ground,5,305,600,108,100,121,81,95,95,3,0,Slow,1,Undiscovered,,,120
Zygarde 10% Forme,718,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,486,54,100,71,61,85,115,3,0,Slow,1,Undiscovered,,,120
Zygarde Complete Forme,718,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610,708,216,100,121,91,95,85,3,0,Slow,1,Undiscovered,,,120
Diancie,719,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,600,50,100,150,100,150,50,3,70,Slow,1,Undiscovered,,,25
Mega Diancie,719,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,700,50,160,110,160,110,110,3,70,Slow,1,Undiscovered,,,25
Hoopa Hoopa Confined,720,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9,600,80,110,60,150,130,70,3,100,Slow,1,Undiscovered,,,120
Hoopa Hoopa Unbound,720,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490,680,80,160,60,170,130,80,3,100,Slow,1,Undiscovered,,,120
Volcanion,721,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195,600,80,110,120,130,90,70,3,100,Slow,1,Undiscovered,,,120
Rowlet,722,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,320,68,55,55,50,50,42,45,70,Medium Slow,1,Flying,,87.5,15
Dartrix,723,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16,420,78,75,75,70,70,52,45,70,Medium Slow,1,Flying,,87.5,15
Decidueye,724,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,530,78,107,75,100,100,70,45,70,Medium Slow,1,Flying,,87.5,15
Litten,725,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,320,45,65,40,60,40,70,45,70,Medium Slow,1,Field,,87.5,15
Torracat,726,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25,420,65,85,50,80,50,90,45,70,Medium Slow,1,Field,,87.5,15
Incineroar,727,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83,530,95,115,90,80,90,60,45,70,Medium Slow,1,Field,,87.5,15
Popplio,728,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,320,50,54,54,66,56,40,45,70,Medium Slow,2,Field,Water 1,87.5,15
Brionne,729,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,420,60,69,69,91,81,50,45,70,Medium Slow,2,Field,Water 1,87.5,15
Primarina,730,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44,530,80,74,74,126,116,60,45,70,Medium Slow,2,Field,Water 1,87.5,15
Pikipek,731,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,265,35,75,30,30,30,65,255,70,Medium Fast,1,Flying,,50,15
Trumbeak,732,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,355,55,85,50,40,50,75,120,70,Medium Fast,1,Flying,,50,15
Toucannon,733,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26,485,80,120,75,75,75,60,45,70,Medium Fast,1,Flying,,50,15
Yungoos,734,7,Normal,Loitering Pokémon,1,Normal,,0.4,6,253,48,70,30,30,30,45,255,70,Medium Fast,1,Field,,50,15
Gumshoos,735,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,418,88,110,60,55,60,45,127,70,Medium Fast,1,Field,,50,15
Grubbin,736,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,300,47,62,45,55,45,46,255,70,Medium Fast,1,Bug,,50,15
Charjabug,737,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,400,57,82,95,55,75,36,120,70,Medium Fast,1,Bug,,50,15
Vikavolt,738,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45,500,77,70,90,145,75,43,45,70,Medium Fast,1,Bug,,50,15
Crabrawler,739,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7,338,47,82,57,42,47,63,225,70,Medium Fast,1,Water 3,,50,20
Crabominable,740,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180,478,97,132,77,62,67,43,60,70,Medium Fast,1,Water 3,,50,20
Oricorio Baile Style,741,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,Medium Fast,1,Flying,,25,20
Oricorio Pom-Pom Style,741,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,Medium Fast,1,Flying,,25,20
Oricorio Pa'u Style,741,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,Medium Fast,1,Flying,,25,20
Oricorio Sensu Style,741,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,476,75,70,70,98,70,93,45,70,Medium Fast,1,Flying,,25,20
Cutiefly,742,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,304,40,45,40,55,40,84,190,70,Medium Fast,2,Bug,Fairy,50,20
Ribombee,743,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,464,60,55,60,95,70,124,75,70,Medium Fast,2,Bug,Fairy,50,20
Rockruff,744,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,280,45,65,40,30,40,60,190,70,Medium Fast,1,Field,,50,15
Own Tempo Rockruff,744,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,280,45,65,40,30,40,60,190,70,Medium Fast,1,Field,,50,15
Lycanroc Midday Form,745,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,487,75,115,65,55,65,112,90,70,Medium Fast,1,Field,,50,15
Lycanroc Midnight Form,745,7,Normal,Wolf Pokémon,1,Rock,,1.1,25,487,85,115,75,55,75,82,90,70,Medium Fast,1,Field,,50,15
Lycanroc Dusk Form,745,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,487,75,117,65,55,65,110,90,70,Medium Fast,1,Field,,50,15
Wishiwashi Solo Form,746,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,175,45,20,20,25,25,40,60,70,Fast,1,Water 2,,50,15
Wishiwashi School Form,746,7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,620,45,140,130,140,135,30,60,70,Fast,1,Water 2,,50,15
Mareanie,747,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8,305,50,53,62,43,52,45,190,70,Medium Fast,1,Water 1,,50,20
Toxapex,748,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,495,50,63,152,53,142,35,75,70,Medium Fast,1,Water 1,,50,20
Mudbray,749,7,Normal,Donkey Pokémon,1,Ground,,1,110,385,70,100,70,45,55,45,190,70,Medium Fast,1,Field,,50,20
Mudsdale,750,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920,500,100,125,100,55,85,35,60,70,Medium Fast,1,Field,,50,20
Dewpider,751,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4,269,38,40,52,40,72,27,200,70,Medium Fast,2,Bug,Water 1,50,15
Araquanid,752,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82,454,68,70,92,50,132,42,100,70,Medium Fast,2,Bug,Water 1,50,15
Fomantis,753,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,250,40,55,35,50,35,35,190,70,Medium Fast,1,Grass,,50,20
Lurantis,754,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,480,70,105,90,80,90,45,75,70,Medium Fast,1,Grass,,50,20
Morelull,755,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,285,40,35,55,65,75,15,190,70,Medium Fast,1,Grass,,50,20
Shiinotic,756,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1,11.5,405,60,45,80,90,100,30,75,70,Medium Fast,1,Grass,,50,20
Salandit,757,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,320,48,44,40,71,40,77,120,70,Medium Fast,2,Dragon,Monster,87.5,20
